fecha;nombre_tienda;factor;metodo_pago_limpio;moneda;total_transacciones;total_monto_sistema;MONTO SISTEMA USD;total_monto_auditado;MONTO AUDITADO USD
8/7/2026;[ VAR ] - LA GUAIRA;685,9427;PUNTO DE VENTA;VES;1;7.076,05;10,32;7.076,05;10,32
8/7/2026;[ VDC ] - VILLA DE CURA;685,9427;PUNTO DE VENTA;VES;7;142.717,24;208,06;142.717,23;208,06
8/7/2026;[ VDC ] - VILLA DE CURA;685,9427;PUNTO DE VENTA;VES;1;9.603,20;14;9.603,20;14
8/7/2026;[ VDP ] - VALLE DE LA PASCUA;685,9427;BIOPAGO;VES;16;166.722,01;243,06;166.393,51;242,58
8/7/2026;[ VDP ] - VALLE DE LA PASCUA;685,9427;PUNTO DE VENTA;VES;2;12.346,97;18;12.346,97;18
8/7/2026;[ VLL ] - EL VALLE;685,9427;BIOPAGO;VES;19;153.239,46;223,4;153.239,46;223,4
8/7/2026;[ VTA ] - LA VICTORIA;685,9427;EFECTIVO BS;VES;1;1.509,07;2,2;1.520,00;2,22
8/7/2026;[ CNA ] - CUMANACOA;685,9427;BIOPAGO;VES;16;207.517,63;302,53;215.815,52;314,63
8/7/2026;[ CNA ] - CUMANACOA;685,9427;PUNTO DE VENTA;VES;6;26.693,87;38,92;18.408,13;26,84
8/7/2026;[ STT ] - SANTA TERESA DEL TUY;685,9427;EFECTIVO BS;VES;5;80.769,89;117,75;75.240,00;109,69
8/7/2026;[ TCD ] - TUCUPIDO;685,9427;EFECTIVO BS;VES;2;6.859,43;10;6.900,00;10,06
8/7/2026;[ TCY ] - TOCUYITO;685,9427;EFECTIVO BS;VES;7;19.062,28;27,79;19.060,00;27,79
8/7/2026;[ TRU ] - VALERA SHOP;685,9427;PAGO MOVIL;VES;1;9.603,20;14;9.603,20;14
8/7/2026;[ TRU ] - VALERA SHOP;685,9427;PUNTO DE VENTA;VES;29;205.684,10;299,86;203.684,11;296,94
8/7/2026;[ VIG ] - VIGIA;685,9427;PUNTO DE VENTA;VES;2;2.743,77;4;2.743,77;4
8/7/2026;[ YTG ] - YARITAGUA;685,9427;BIOPAGO;VES;5;45.114,45;65,77;45.114,45;65,77
8/7/2026;[ VLL ] - EL VALLE;685,9427;PUNTO DE VENTA;VES;48;384.839,58;561,04;403.662,62;588,48
8/7/2026;[ TCD ] - TUCUPIDO;685,9427;PUNTO DE VENTA;VES;5;85.536,99;124,7;85.536,98;124,7
8/7/2026;[ TED ] - LOS TEQUES DOS;685,9427;PUNTO DE VENTA;VES;7;73.219,61;106,74;72.919,59;106,31
8/7/2026;[ TED ] - LOS TEQUES DOS;685,9427;PUNTO DE VENTA;VES;4;39.568,33;57,68;39.568,32;57,68
8/7/2026;[ TED ] - LOS TEQUES DOS;685,9427;PAGO MOVIL;VES;1;5.223,87;7,62;0;0
8/7/2026;[ TGO ] - EL TIGRITO;685,9427;PAGO MOVIL;VES;1;5.487,61;8;5.487,61;8
8/7/2026;[ TGR ] - TIGRE SHOP;685,9427;PUNTO DE VENTA;VES;11;97.884,16;142,7;97.884,16;142,7
8/7/2026;[ TQT ] - LOS TEQUES TRES;685,9427;PUNTO DE VENTA;VES;16;106.548,87;155,33;106.547,85;155,33
8/7/2026;[ URD ] - URDANETA SHOP;685,9427;PAGO MOVIL;VES;4;37.040,91;54;37.040,19;54
8/7/2026;[ URF ] - URDANETA FIX;685,9427;PAGO MOVIL;VES;1;22.636,11;33;22.636,00;33
8/7/2026;[ VDC ] - VILLA DE CURA;685,9427;BIOPAGO;VES;1;3.429,64;5;3.429,64;5
8/7/2026;[ VLL ] - EL VALLE;685,9427;PUNTO DE VENTA;VES;2;0;0;4.660,00;6,79
8/7/2026;[ STT ] - SANTA TERESA DEL TUY;685,9427;PAGO MOVIL;VES;1;2.057,83;3;2.057,83;3
8/7/2026;[ TCC ] - TUCACAS;685,9427;PUNTO DE VENTA;VES;1;2.057,83;3;2.057,83;3
8/7/2026;[ TCO ] - TOCUYO;685,9427;PUNTO DE VENTA;VES;7;55.698,62;81,2;55.698,62;81,2
8/7/2026;[ TEQ ] - LOS TEQUES SHOP;685,9427;PUNTO DE VENTA;VES;15;108.892,19;158,75;108.892,18;158,75
8/7/2026;[ TEQ ] - LOS TEQUES SHOP;685,9427;BIOPAGO;VES;3;42.535,69;62,01;42.535,70;62,01
8/7/2026;[ TRN ] - TUREN;685,9427;EFECTIVO BS;VES;4;27,44;0,04;0;0
8/7/2026;[ UPT ] - UPATA;685,9427;PAGO MOVIL;VES;1;3.018,08;4,4;3.018,08;4,4
8/7/2026;[ VDP ] - VALLE DE LA PASCUA;685,9427;PUNTO DE VENTA;VES;9;37.733,36;55,01;37.733,44;55,01
8/7/2026;[ ZAR ] - ZARAZA;685,9427;PAGO MOVIL;VES;1;13.718,85;20;13.719,00;20
8/7/2026;[ TMO ] - TURMERO;685,9427;BIOPAGO;VES;10;195.631,00;285,2;195.630,99;285,2
8/7/2026;[ TMO ] - TURMERO;685,9427;EFECTIVO BS;VES;3;16.817,94;24,52;16.820,00;24,52
8/7/2026;[ VGA ] - LA VEGA;685,9427;EFECTIVO BS;VES;1;2.057,83;3;1.760,00;2,57
8/7/2026;[ VIG ] - VIGIA;685,9427;EFECTIVO BS;VES;3;16.307,88;23,77;16.310,00;23,78
8/7/2026;[ VLL ] - EL VALLE;685,9427;PAGO MOVIL;VES;1;15.776,68;23;15.776,68;23
8/7/2026;[ VLL ] - EL VALLE;685,9427;EFECTIVO BS;VES;3;4.237,89;6,18;0;0
8/7/2026;[ VTA ] - LA VICTORIA;685,9427;PUNTO DE VENTA;VES;1;5.487,54;8;5.487,54;8
8/7/2026;[ YTG ] - YARITAGUA;685,9427;PUNTO DE VENTA;VES;3;10.014,69;14,6;10.014,69;14,6
8/7/2026;[ VLL ] - EL VALLE;685,9427;PAGO MOVIL;VES;2;13.032,98;19;13.032,98;19
8/7/2026;[ YAR ] - SAN FELIPE;685,9427;PAGO MOVIL;VES;2;4.801,60;7;5.322,07;7,76
8/7/2026;[ YAR ] - SAN FELIPE;685,9427;BIOPAGO;VES;30;364.562,08;531,48;364.562,07;531,48
8/7/2026;[ ZAR ] - ZARAZA;685,9427;PUNTO DE VENTA;VES;2;16.462,62;24;16.462,63;24
8/7/2026;[ URF ] - URDANETA FIX;685,9427;BIOPAGO;VES;5;79.912,39;116,5;79.912,39;116,5
8/7/2026;[ URF ] - URDANETA FIX;685,9427;PUNTO DE VENTA;VES;1;9.603,20;14;9.603,20;14
8/7/2026;[ VDC ] - VILLA DE CURA;685,9427;PAGO MOVIL;VES;2;13.451,34;19,61;13.451,34;19,61
8/7/2026;[ VGA ] - LA VEGA;685,9427;BIOPAGO;VES;13;116.884,70;170,4;116.884,70;170,4
8/7/2026;[ VTA ] - LA VICTORIA;685,9427;PAGO MOVIL;VES;4;73.738,98;107,5;73.738,98;107,5
8/7/2026;[ URF ] - URDANETA FIX;685,9427;PAGO MOVIL;VES;2;26.065,75;38;26.065,75;38
8/7/2026;[ VDC ] - VILLA DE CURA;685,9427;PUNTO DE VENTA;VES;6;30.209,05;44,04;30.209,05;44,04
8/7/2026;[ VGA ] - LA VEGA;685,9427;PUNTO DE VENTA;VES;29;160.373,20;233,8;183.099,22;266,93
8/7/2026;[ VIG ] - VIGIA;685,9427;PUNTO DE VENTA;VES;3;6.173,48;9;6.173,49;9
8/7/2026;[ VIG ] - VIGIA;685,9427;BIOPAGO;VES;6;28.514,98;41,57;28.514,98;41,57
8/7/2026;[ ZAR ] - ZARAZA;685,9427;BIOPAGO;VES;29;319.213,02;465,36;386.980,09;564,16
8/7/2026;[ VAR ] - LA GUAIRA;685,9427;BIOPAGO;VES;9;216.757,69;316;216.757,75;316
8/7/2026;[ VGA ] - LA VEGA;685,9427;PUNTO DE VENTA;VES;1;-12.794,06;-18,65;0;0
8/7/2026;[ YTG ] - YARITAGUA;685,9427;EFECTIVO BS;VES;1;13.718,85;20;13.720,00;20
8/7/2026;[ YTG ] - YARITAGUA;685,9427;PUNTO DE VENTA;VES;7;139.665,00;203,61;139.665,00;203,61
8/7/2026;[ YTG ] - YARITAGUA;685,9427;PUNTO DE VENTA;VES;6;47.055,67;68,6;47.055,68;68,6
8/7/2026;[ CTA ] - CANTAURA;685,9427;PUNTO DE VENTA;VES;14;259.942,73;378,96;258.348,33;376,63
8/7/2026;[ EMT ] - EL MANTECO;685,9427;EFECTIVO BS;VES;9;48.290,43;70,4;34.400,00;50,15
8/7/2026;[ EMT ] - EL MANTECO;685,9427;PAGO MOVIL;VES;2;21.950,17;32;31.827,81;46,4
8/7/2026;[ MUN ] - MATURIN SHOP;685,9427;PAGO MOVIL;VES;1;12.237,22;17,84;0;0
8/7/2026;[ MUN ] - MATURIN SHOP;685,9427;PUNTO DE VENTA;VES;20;383.184,67;558,62;395.423,55;576,47
8/7/2026;[ MTC ] - MANTECAL;685,9427;EFECTIVO BS;VES;3;14.610,65;21,3;12.400,00;18,08
8/7/2026;[ MUN ] - MATURIN SHOP;685,9427;PUNTO DE VENTA;VES;24;199.220,05;290,43;222.056,10;323,72
8/7/2026;[ LBD ] - LA BANDERA;685,9427;PUNTO DE VENTA;VES;9;86.607,13;126,26;122.607,13;178,74
8/7/2026;[ CTT ] - CITY 3;685,9427;EFECTIVO BS;VES;1;685,94;1;-1.200,00;-1,75
8/7/2026;[ ODA ] - CIUDAD OJEDA;685,9427;PUNTO DE VENTA;VES;28;584.731,79;852,45;603.663,94;880,05
8/7/2026;[ SGO ] - SABANA GRANDE OUTLET;685,9427;PUNTO DE VENTA;VES;6;22.983,22;33,51;37.658,33;54,9
8/7/2026;[ SGO ] - SABANA GRANDE OUTLET;685,9427;EFECTIVO BS;VES;3;12.971,18;18,91;11.620,00;16,94
8/7/2026;[ STL ] - SANTA LUCIA;685,9427;EFECTIVO BS;VES;3;42.305,17;61,67;40.330,00;58,79
8/7/2026;[ SGO ] - SABANA GRANDE OUTLET;685,9427;PUNTO DE VENTA;VES;11;81.627,25;119;79.125,83;115,35
8/7/2026;[ CMO ] - COMERCIO;685,9427;PUNTO DE VENTA;VES;33;237.922,48;346,85;247.665,00;361,06
8/7/2026;[ CMO ] - COMERCIO;685,9427;PUNTO DE VENTA;VES;1;9.742,51;14,2;0;0
8/7/2026;[ CTU ] - CITY 1;685,9427;PUNTO DE VENTA;VES;7;242.994,86;354,25;146.963,16;214,25
8/7/2026;[ URD ] - URDANETA SHOP;685,9427;BIOPAGO;VES;21;191.618,60;279,35;203.261,16;296,32
8/7/2026;[ CUG ] - CAUCAGUA;685,9427;BIOPAGO;VES;5;22.636,25;33;32.398,52;47,23
8/7/2026;[ CUG ] - CAUCAGUA;685,9427;EFECTIVO BS;VES;1;9.603,27;14;0;0
8/7/2026;[ YAR ] - SAN FELIPE;685,9427;PUNTO DE VENTA;VES;33;329.452,61;480,29;338.192,24;493,03
8/7/2026;[ YAR ] - SAN FELIPE;685,9427;EFECTIVO BS;VES;7;13.501,14;19,68;8.860,00;12,92
8/7/2026;[ YAR ] - SAN FELIPE;685,9427;PUNTO DE VENTA;VES;2;13.032,91;19;15.090,27;22
9/7/2026;[ ACG ] - ACHAGUAS;700,2249;BIOPAGO;VES;6;62.249,99;88,9;62.249,99;88,9
9/7/2026;[ BZU ] - BAZAR 1;700,2249;PUNTO DE VENTA;VES;10;99.712,24;142,4;99.712,24;142,4
9/7/2026;[ CMC ] - CUA;700,2249;BIOPAGO;VES;21;247.934,51;354,08;247.934,49;354,08
9/7/2026;[ CMC ] - CUA;700,2249;PUNTO DE VENTA;VES;25;207.966,94;297;207.966,90;297
9/7/2026;[ CMO ] - COMERCIO;700,2249;EFECTIVO BS;VES;1;4.201,35;6;4.201,35;6
9/7/2026;[ CRP ] - CARIPE;700,2249;PUNTO DE VENTA;VES;2;39.912,82;57;39.912,82;57
9/7/2026;[ CRP ] - CARIPE;700,2249;PAGO MOVIL;VES;2;44.814,46;64;44.814,46;64
9/7/2026;[ CSZ ] - CAJA SECA ZULIA;700,2249;PAGO MOVIL;VES;5;37.111,78;53;37.155,02;53,06
9/7/2026;[ CTL ] - CARTANAL;700,2249;BIOPAGO;VES;13;154.456,66;220,58;154.456,64;220,58
9/7/2026;[ CTL ] - CARTANAL;700,2249;PAGO MOVIL;VES;6;64.960,77;92,77;65.049,86;92,9
9/7/2026;[ CTL ] - CARTANAL;700,2249;PUNTO DE VENTA;VES;28;286.749,80;409,51;286.749,76;409,51
9/7/2026;[ CTO ] - CEMENTERIO;700,2249;EFECTIVO BS;VES;0;0;0;75;0,11
9/7/2026;[ CTO ] - CEMENTERIO;700,2249;PUNTO DE VENTA;VES;1;26.608,55;38;0;0
9/7/2026;[ CTO ] - CEMENTERIO;700,2249;PUNTO DE VENTA;VES;36;316.501,93;452;310.899,99;444
9/7/2026;[ CTS ] - CIUDAD TAMANACO SEGUNDO;700,2249;PAGO MOVIL;VES;1;37.812,14;54;37.812,14;54
9/7/2026;[ ECJ ] - EL CUJI;700,2249;PAGO MOVIL;VES;6;110.852,60;158,31;110.852,60;158,31
9/7/2026;[ ECJ ] - EL CUJI;700,2249;PUNTO DE VENTA;VES;21;164.938,33;235,55;164.938,33;235,55
9/7/2026;[ FAM ] - FLOR AMARILLO;700,2249;PUNTO DE VENTA;VES;1;75.631,22;108,01;0;0
9/7/2026;[ FAM ] - FLOR AMARILLO;700,2249;PUNTO DE VENTA;VES;26;418.461,54;597,61;418.461,54;597,61
9/7/2026;[ FMD ] - FREEMARKET 2;700,2249;PUNTO DE VENTA;VES;8;217.580,81;310,73;217.580,01;310,73
9/7/2026;[ FOR - CHV ] - FORUM CHARALLAVE;700,2249;PAGO MOVIL;VES;4;38.309,44;54,71;38.309,45;54,71
9/7/2026;[ FOR - GTE ] - FORUM GUATIRE;700,2249;EFECTIVO BS;VES;2;15.405,02;22;15.420,00;22,02
9/7/2026;[ FOR - GTE ] - FORUM GUATIRE;700,2249;PUNTO DE VENTA;VES;3;42.713,79;61;42.713,79;61
9/7/2026;[ FOR - GTE ] - FORUM GUATIRE;700,2249;PUNTO DE VENTA;VES;8;71.422,87;102;71.426,01;102
9/7/2026;[ FRM ] - FREEMARKET;700,2249;PUNTO DE VENTA;VES;21;207.520,59;296,36;213.008,17;304,2
9/7/2026;[ GNR ] - GUANARE;700,2249;PAGO MOVIL;VES;1;14.004,50;20;14.004,50;20
9/7/2026;[ GRA ] - GUARENAS;700,2249;EFECTIVO BS;VES;4;27.105,71;38,71;27.100,00;38,7
9/7/2026;[ LCH ] - LECHERIA;700,2249;BIOPAGO;VES;8;62.600,18;89,4;62.600,18;89,4
9/7/2026;[ LCH ] - LECHERIA;700,2249;PAGO MOVIL;VES;6;88.928,49;127;88.928,50;127
9/7/2026;[ LPG ] - LA PARAGUA;700,2249;EFECTIVO BS;VES;15;104.276,59;148,92;93.000,00;132,81
9/7/2026;[ LPG ] - LA PARAGUA;700,2249;PAGO MOVIL;VES;1;48.315,52;69;0;0
9/7/2026;[ LLN ] - LLANERO;700,2249;PUNTO DE VENTA;VES;10;41.313,48;59;41.313,45;59
9/7/2026;[ MCQ ] - MACHIQUES;700,2249;PAGO MOVIL;VES;1;5.608,87;8,01;5.680,87;8,11
9/7/2026;[ MCY ] - MARACAY;700,2249;BIOPAGO;VES;4;52.516,87;75;52.516,87;75
9/7/2026;[ MCY ] - MARACAY;700,2249;PUNTO DE VENTA;VES;30;371.084,68;529,95;371.084,68;529,95
9/7/2026;[ MCY ] - MARACAY;700,2249;PAGO MOVIL;VES;1;8.402,70;12;8.402,70;12
9/7/2026;[ MEC ] - MARACAY ESTACION CENTRAL;700,2249;BIOPAGO;VES;6;41.204,73;58,84;41.204,73;58,84
9/7/2026;[ MEC ] - MARACAY ESTACION CENTRAL;700,2249;EFECTIVO BS;VES;2;9.803,22;14;9.810,00;14,01
9/7/2026;[ MEC ] - MARACAY ESTACION CENTRAL;700,2249;PUNTO DE VENTA;VES;5;49.715,97;71;49.715,96;71
9/7/2026;[ MGT ] - MARGARITA SHOP;700,2249;PUNTO DE VENTA;VES;4;55.317,77;79;55.317,77;79
9/7/2026;[ MGZ ] - MENE GRANDE ZULIA;700,2249;BIOPAGO;VES;4;33.050,55;47,2;32.951,63;47,06
9/7/2026;[ MGZ ] - MENE GRANDE ZULIA;700,2249;PUNTO DE VENTA;VES;5;45.794,78;65,4;45.795,31;65,4
9/7/2026;[ MID ] - MERIDA SHOP;700,2249;BIOPAGO;VES;7;53.917,46;77;53.917,45;77
9/7/2026;[ MKD ] - MACROCENTRO 2 SHOP;700,2249;BIOPAGO;VES;10;99.981,33;142,78;99.981,35;142,78
9/7/2026;[ MKU ] - MACROCENTRO 1;700,2249;EFECTIVO BS;VES;1;4.201,35;6;4.250,00;6,07
9/7/2026;[ MNT ] - MONAY TRUJILLO;700,2249;PUNTO DE VENTA;VES;1;7.002,25;10;7.002,25;10
9/7/2026;[ SBC ] - SABANA CITY;700,2249;PAGO MOVIL;VES;9;133.602,98;190,8;133.602,98;190,8
9/7/2026;[ MPC ] - MARKET PLACE CANGURO;700,2249;PAGO MOVIL;VES;3;222.853,58;318,26;222.853,58;318,26
9/7/2026;[ MPC ] - MARKET PLACE CANGURO;700,2249;PUNTO DE VENTA;VES;18;404.940,13;578,3;404.940,12;578,3
9/7/2026;[ OCT ] - OCUMARE DEL TUY;700,2249;PAGO MOVIL;VES;1;14.004,50;20;14.004,50;20
9/7/2026;[ MRN ] - MORON;700,2249;PUNTO DE VENTA;VES;5;69.322,20;99;69.322,20;99
9/7/2026;[ MTC ] - MANTECAL;700,2249;BIOPAGO;VES;5;61.269,75;87,5;61.269,75;87,5
9/7/2026;[ MTP ] - METROPOLIS;700,2249;BIOPAGO;VES;3;23.807,72;34;23.807,72;34
9/7/2026;[ MTP ] - METROPOLIS;700,2249;PAGO MOVIL;VES;3;183.143,82;261,55;183.143,83;261,55
9/7/2026;[ MTP ] - METROPOLIS;700,2249;PUNTO DE VENTA;VES;6;16.805,47;24;16.805,46;24
9/7/2026;[ MTP ] - METROPOLIS;700,2249;PUNTO DE VENTA;VES;1;2.100,67;3;2.100,67;3
9/7/2026;[ MTP ] - METROPOLIS;700,2249;PAGO MOVIL;VES;6;48.805,61;69,7;48.805,61;69,7
9/7/2026;[ MUN ] - MATURIN SHOP;700,2249;PAGO MOVIL;VES;2;10.503,44;15;10.503,30;15
9/7/2026;[ MUN ] - MATURIN SHOP;700,2249;PUNTO DE VENTA;VES;18;115.011,94;164,25;115.011,91;164,25
9/7/2026;[ NGA ] - NIRGUA;700,2249;PAGO MOVIL;VES;2;9.803,08;14;9.803,08;14
9/7/2026;[ ORK ] - ORINOKIA;700,2249;BIOPAGO;VES;2;28.709,22;41;28.709,22;41
9/7/2026;[ ORK ] - ORINOKIA;700,2249;PUNTO DE VENTA;VES;1;4.201,35;6;4.201,35;6
9/7/2026;[ PDB ] - PEDRAZA;700,2249;PAGO MOVIL;VES;2;70.029,49;100,01;70.029,49;100,01
9/7/2026;[ PML ] - PLAZA MAYOR LECHERIA;700,2249;PUNTO DE VENTA;VES;1;6.302,02;9;6.302,02;9
9/7/2026;[ PDM ] - PUNTA DE MATA;700,2249;PAGO MOVIL;VES;2;21.006,75;30;21.006,75;30
9/7/2026;[ PSA ] - ACARIGUA;700,2249;PUNTO DE VENTA;VES;1;2.100,67;3;2.100,67;3
9/7/2026;[ PFO ] - PUNTO FIJO;700,2249;PAGO MOVIL;VES;1;2.100,67;3;2.100,67;3
9/7/2026;[ PLN ] - PALO NEGRO;700,2249;PUNTO DE VENTA;VES;1;6.091,96;8,7;6.091,96;8,7
9/7/2026;[ PLS ] - PUERTO LA CRUZ SHOP;700,2249;EFECTIVO BS;VES;2;5.601,73;8;5.700,00;8,14
9/7/2026;[ PML ] - PLAZA MAYOR LECHERIA;700,2249;BIOPAGO;VES;15;312.300,25;446;312.300,24;446
9/7/2026;[ PLN ] - PALO NEGRO;700,2249;BIOPAGO;VES;4;10.853,49;15,5;10.853,47;15,5
9/7/2026;[ PLN ] - PALO NEGRO;700,2249;PAGO MOVIL;VES;1;107.134,41;153;107.134,41;153
9/7/2026;[ PML ] - PLAZA MAYOR LECHERIA;700,2249;PUNTO DE VENTA;VES;2;56.623,20;80,86;56.623,19;80,86
9/7/2026;[ PSA ] - ACARIGUA;700,2249;PUNTO DE VENTA;VES;1;8.402,70;12;8.402,70;12
9/7/2026;[ PRT ] - PUERTO PIRITU;700,2249;PUNTO DE VENTA;VES;4;141.970,60;202,75;141.970,60;202,75
9/7/2026;[ PPT ] - PROPATRIA;700,2249;PAGO MOVIL;VES;2;16.105,17;23;16.105,17;23
9/7/2026;[ PRG ] - PARIAGUAN;700,2249;PUNTO DE VENTA;VES;7;66.521,37;95;66.521,36;95
9/7/2026;[ PSA ] - ACARIGUA;700,2249;PUNTO DE VENTA;VES;52;652.644,83;932,05;652.644,74;932,05
9/7/2026;[ PRG ] - PARIAGUAN;700,2249;PUNTO DE VENTA;VES;3;30.109,67;43;30.109,67;43
9/7/2026;[ SAM - ZUL ] - SAMBIL ZULIA;700,2249;PUNTO DE VENTA;VES;3;4.915,58;7,02;4.915,58;7,02
9/7/2026;[ PRT ] - PUERTO PIRITU;700,2249;PUNTO DE VENTA;VES;12;72.823,25;104;72.823,21;104
9/7/2026;[ PRT ] - PUERTO PIRITU;700,2249;BIOPAGO;VES;10;162.978,54;232,75;162.978,52;232,75
9/7/2026;[ RCO ] - RIO CHICO;700,2249;EFECTIVO BS;VES;7;98.434,33;140,58;95.730,00;136,71
9/7/2026;[ SAM - ZUL ] - SAMBIL ZULIA;700,2249;PAGO MOVIL;VES;1;18.205,85;26;18.205,85;26
9/7/2026;[ PRT ] - PUERTO PIRITU;700,2249;PUNTO DE VENTA;VES;1;6.302,02;9;6.302,02;9
9/7/2026;[ PTU ] - PETARE 1;700,2249;PUNTO DE VENTA;VES;1;3.081,13;4,4;3.081,13;4,4
9/7/2026;[ SAM - VLC ] - SAMBIL VALENCIA;700,2249;BIOPAGO;VES;5;58.118,67;83;58.118,67;83
9/7/2026;[ PSA ] - ACARIGUA;700,2249;PAGO MOVIL;VES;7;73.803,63;105,4;73.803,61;105,4
9/7/2026;[ PSA ] - ACARIGUA;700,2249;PAGO MOVIL;VES;1;10.153,26;14,5;10.153,26;14,5
9/7/2026;[ PTA ] - PUERTO AYACUCHO;700,2249;PUNTO DE VENTA;VES;1;23.807,58;34;23.807,58;34
9/7/2026;[ PSA ] - ACARIGUA;700,2249;PUNTO DE VENTA;VES;1;7.527,42;10,75;7.527,42;10,75
9/7/2026;[ PTA ] - PUERTO AYACUCHO;700,2249;PUNTO DE VENTA;VES;9;180.657,67;258;180.657,67;258
9/7/2026;[ PTU ] - PETARE 1;700,2249;BIOPAGO;VES;14;123.296,96;176,08;107.974,65;154,2
9/7/2026;[ PTC ] - PUERTO CABELLO;700,2249;PUNTO DE VENTA;VES;11;331.367,57;473,23;360.076,81;514,23
9/7/2026;[ SFX ] - SAN FELIX;700,2249;PUNTO DE VENTA;VES;1;3.501,05;5;3.501,05;5
9/7/2026;[ SNT ] - SABANETA;700,2249;PUNTO DE VENTA;VES;7;47.615,22;68;47.615,22;68
9/7/2026;[ PTC ] - PUERTO CABELLO;700,2249;PUNTO DE VENTA;VES;6;96.280,92;137,5;96.280,92;137,5
9/7/2026;[ SAM - CDL ] - SAMBIL CANDELARIA;700,2249;EFECTIVO BS;VES;1;700,22;1;700;1
9/7/2026;[ SCM ] - SAN CASIMIRO;700,2249;BIOPAGO;VES;14;149.142,93;212,99;149.142,91;212,99
9/7/2026;[ PTU ] - PETARE 1;700,2249;EFECTIVO BS;VES;2;6.442,14;9,2;5.050,00;7,21
9/7/2026;[ PTU ] - PETARE 1;700,2249;PUNTO DE VENTA;VES;12;74.934,98;107,02;88.368,79;126,2
9/7/2026;[ PTU ] - PETARE 1;700,2249;PAGO MOVIL;VES;1;6.932,23;9,9;6.932,23;9,9
9/7/2026;[ QTC ] - QUINTA CRESPO;700,2249;PUNTO DE VENTA;VES;19;169.804,61;242,5;169.804,61;242,5
9/7/2026;[ SAM - VLC ] - SAMBIL VALENCIA;700,2249;PUNTO DE VENTA;VES;4;37.672,10;53,8;37.672,10;53,8
9/7/2026;[ PTU ] - PETARE 1;700,2249;PUNTO DE VENTA;VES;23;282.695,01;403,72;282.695,01;403,72
9/7/2026;[ QTC ] - QUINTA CRESPO;700,2249;PUNTO DE VENTA;VES;3;24.507,87;35;24.507,86;35
9/7/2026;[ SCP ] - SOCOPO;700,2249;BIOPAGO;VES;2;17.505,62;25;17.505,62;25
9/7/2026;[ QTC ] - QUINTA CRESPO;700,2249;PAGO MOVIL;VES;1;5.601,87;8;5.601,87;8
9/7/2026;[ TEQ ] - LOS TEQUES SHOP;700,2249;PUNTO DE VENTA;VES;17;189.060,51;270;189.060,46;270
9/7/2026;[ RCO ] - RIO CHICO;700,2249;PUNTO DE VENTA;VES;14;136.975,26;195,62;136.975,26;195,62
9/7/2026;[ SAM - VLC ] - SAMBIL VALENCIA;700,2249;PUNTO DE VENTA;VES;9;273.787,87;391;273.787,85;391
9/7/2026;[ SAM - CDL ] - SAMBIL CANDELARIA;700,2249;PUNTO DE VENTA;VES;4;42.013,49;60;42.013,49;60
9/7/2026;[ SAM - CDL ] - SAMBIL CANDELARIA;700,2249;PAGO MOVIL;VES;2;5.601,80;8;5.601,80;8
9/7/2026;[ SMT ] - SABANA MENDOZA;700,2249;EFECTIVO BS;VES;1;3.200,03;4,57;3.200,00;4,57
9/7/2026;[ SAM - MGT ] - SAMBIL MARGARITA;700,2249;BIOPAGO;VES;1;7.702,47;11;7.702,47;11
9/7/2026;[ SCM ] - SAN CASIMIRO;700,2249;PUNTO DE VENTA;VES;2;8.009,94;11,44;8.009,94;11,44
9/7/2026;[ SAM - MGT ] - SAMBIL MARGARITA;700,2249;PUNTO DE VENTA;VES;3;17.505,62;25;17.505,62;25
9/7/2026;[ SAM - VLC ] - SAMBIL VALENCIA;700,2249;PUNTO DE VENTA;VES;1;7.002,25;10;7.002,25;10
9/7/2026;[ SBB ] - SANTA BARBARA;700,2249;BIOPAGO;VES;2;15.124,79;21,6;15.124,79;21,6
9/7/2026;[ SNT ] - SABANETA;700,2249;PUNTO DE VENTA;VES;1;700,22;1;700,22;1
9/7/2026;[ SBC ] - SABANA CITY;700,2249;BIOPAGO;VES;7;39.919,89;57,01;39.919,88;57,01
9/7/2026;[ SBC ] - SABANA CITY;700,2249;PUNTO DE VENTA;VES;7;14.927,15;21,32;78.598,63;112,25
9/7/2026;[ SBO ] - EL SOMBRERO;700,2249;EFECTIVO BS;VES;2;8.402,77;12;8.400,00;12
9/7/2026;[ SBO ] - EL SOMBRERO;700,2249;BIOPAGO;VES;15;309.618,44;442,17;309.618,45;442,17
9/7/2026;[ SFX ] - SAN FELIX;700,2249;BIOPAGO;VES;13;67.361,85;96,2;67.359,82;96,2
9/7/2026;[ SFX ] - SAN FELIX;700,2249;PUNTO DE VENTA;VES;17;119.747,84;171,01;119.747,84;171,01
9/7/2026;[ SMT ] - SABANA MENDOZA;700,2249;PUNTO DE VENTA;VES;1;13.304,41;19;13.304,41;19
9/7/2026;[ SMT ] - SABANA MENDOZA;700,2249;PUNTO DE VENTA;VES;6;44.814,39;64;44.814,39;64
9/7/2026;[ STT ] - SANTA TERESA DEL TUY;700,2249;PUNTO DE VENTA;VES;37;432.424,10;617,55;432.424,07;617,55
9/7/2026;[ SMZ ] - SIERRA MAESTRA;700,2249;PUNTO DE VENTA;VES;7;61.339,56;87,6;61.339,54;87,6
9/7/2026;[ SNT ] - SABANETA;700,2249;BIOPAGO;VES;9;99.081,82;141,5;99.081,82;141,5
